Original,EN
"環境不錯 👍
餐點部分見仁見智，
份量很多，價位有點偏貴~
位置很靠近海邊，
2樓座位區有陽台供客人走出去看海 👍
飲料部分都蠻有特色的~
尤其是鬆餅很特別~
用完餐後記得可以蓋個印章留紀念喔~
腳印印章真的很可愛 😍","The environment is good 👍
Seeing wisdom in the meal part,
There are a lot of portion, and the price is a bit expensive ~
The location is very close to the seaside,
There are balconies on the second floor for guests to go out to see the sea.
The beverage parts are quite distinctive ~
Especially muffins are very special ~
Remember to cover a seal after meal meals ~
Foot seal is really cute 章"
東西還不錯 價位一般水準 外面可看到海和沙灘 視野不錯 可惜沒電子支付方式 要滿2000元以上才可刷卡 有點奇怪~,"Good things are pretty good. Generally, you can see that the sea and the beach vision is good. Unfortunately, it is a bit strange to swipe the card without electronic payment. It is a bit strange to swipe the card ~"
"1樓點餐區、2、3樓用餐區。平日低消$200/人
熱鐵鍋德式鬆餅+海鹽冰淇淋，鹹甜鹹甜
3樓戶外區，當天陰天有風比較冷又飄雨，服務員看到馬上問需要換到2樓室內區嗎？揪感心","The dining area on the 1st floor, the 2nd and 3rd floors.Low low -consumption of $ 200/person on weekdays
Hot iron pot moral muffin+sea salt ice cream, salty sweet and sweet
On the 3rd floor outdoor area, the wind was cold and rainy on the cloudy day. Was the waiter immediately asked if you need to change to the indoor area on the 2nd floor?Feel"
"假日時間需等待，建議要預約，一樓有些文青小玩意可以逛，餐點好吃（熱鐵鍋鬆餅好吃😋
可惜限時100分鐘，適合一群好友聚會聊天👍 …","Holiday time needs to be waiting. It is recommended to make an appointment. Some Wenqing gadgets on the first floor can be visited.
Unfortunately, 100 minutes in a limited time, suitable for a group of friends to meet 👍 ..."
餐點好吃，用餐時間人很多，推薦吃飽的單品是烏龍麵，有昆布或咖哩口味！招牌鐵鍋鬆餅也是讚口不絕口。有戶外雅座及內用區。寵物友善環境！可惜戶外雅座非禁菸區。不然欣賞海景配上美味佳餚或甜點可說是非常加分,"The meal is delicious, and there are a lot of people in the meal. The recommended items for eating are oolong noodles, with Kunbu or curry flavor!The signature iron pot muffins are also praised.There are outdoor elegance and internal use areas.Pet friendly environment!Unfortunately, outdoor elegance is non -smoking area.Otherwise, appreciate the sea view with delicious dishes or desserts can be said to be very extra points"
"鳳梨飲料真天熱來一杯真爽快！
小捲鍋燒麵不錯！

但是多數採自助式，喝水餐具也都是要客人自己拿，連點餐客人也要自行下樓，這樣服務費要7%是無法認同的！本身的餐點就已經不便宜了，飲料要175、鍋燒麵要275，裝潢普通，桌椅佈置都屬一般，店家冬天應該沒生意吧，所以夏天多賺一些來補吧！","The pineapple drink is really hot!
Small roll cooker noodles are good!

However, most of the self -service types are used, and drinking water tableware also requires guests to take it by themselves.It is not cheap for the meal itself. The drinks should be 175. The noodles of the pot are 275. The decoration is ordinary."
"超推鐵鍋鬆餅 環境很舒服
想渡過悠閒時光 首選","Super push iron pot muffin environment is very comfortable
Want to go through leisurely preferred"
小卷烏龍麵不錯，小卷鮮甜，鐵鍋冰淇淋鬆餅也很有特色。價格偏高，不過到金山順便過來解饞還不錯,"The small roll of oolong noodles is good, the small roll is sweet, and the iron pot ice cream muffin is also very distinctive.The price is high, but it is not bad to come over by the way Jinshan."
"有每人低消$250，服務費8%，用餐100分鐘
阿基里斯$200
鳳梨芒果百里香氣泡飲$175
明治牛奶冰棒奶茶$175
日本藏王乳酪巴斯克-金山肉鬆鹹蛋黃$165
熱鐵鍋德式鬆餅-草莓牛奶冰淇淋$260","There is a low of $ 250 per person, a service fee of 8%, and a meal of 100 minutes
Akilis $ 200
Pineapple Mango Baili Scent for Drink $ 175
Meiji milk popsicle milk tea $ 175
Japanese Tibetan King Cheese Bask-Jinshan meat pine salted egg yolk $ 165
Hot Iron Pot Moral-style muffin-strawberry milk ice cream $ 260"
餐點略偏小貴一點 但滿好吃的，也能感覺很用心 還可以走出戶外空間看看海，天氣合適時也可坐在戶外陽台空間 享受海景，個人感覺是更棒。滿值得一去看看,"The meal is slightly more expensive but delicious, and you can also feel very careful that you can walk out of the outdoor space to see the sea. When the weather is appropriate, you can sit on the outdoor balcony space to enjoy the sea view. Personally, it feels better.It's worth seeing"
"餐點口味特別，頂樓座位狗狗可落地，
每個座位都可以看到海，旁邊停車場車位多","The taste of the meal is special, the dogs on the top floor can be landed,
You can see the sea in each seat, there are many parking spaces next to the parking lot"
"餐點好吃～飲料蠻特別也漂亮
（中午帶嫩嬰去用餐
嫩嬰比較鬧了一點
很抱歉打擾到其他的客人😓）","The meal is delicious ~ The drink is quite beautiful
(Take tender baby to eat at noon
The young baby is a little bit troubled
Sorry to disturb other guests 😓)"
"喜歡老闆經營的理念
是個愛護環境並且愛好登山、衝浪、露營
一樓販售一些公仔、袋子、各式各樣的小東西
二樓是室內空間，有放置書籍自由翻閱
三樓是戶外區域可拿著裝飾漂亮的飲品拍美美的照片
餐點沒有特別華麗擺盤但意外好吃且營養❤️
火鍋很搶手-一點左右就只剩昆布湯底
湯頭清爽用料實在，不愛吃麵的我竟然覺得烏龍麵好吃😋
🅿️可以停在海邊那免費停車走路3⃣️分鐘左右還可以不經意看見👙辣妹","I like the concept of the boss's operation
Is a love environment and hobbies climbing, surfing, camping
Selling some dolls, bags, and a variety of small things on the first floor
The second floor is the indoor space, and there are placed books to read freely
On the third floor is the outdoor area, you can take beautiful decorative drinks to take beautiful photos
The meal is not particularly gorgeous, but it is delicious and nutritious ❤️
The hot pot is very sought-after-there is only the Kunbu soup base left or so
The soup is refreshing and the ingredients are really true. I do n’t like noodles.
那️ You can stop at the sea free park"
"以前很常跟前女友來北海岸
但一直沒有機會來喝咖啡
5/2天氣很差
坐著朋友開的車來一探究竟
今天點了台灣包種茶
平常有在喝茶的我，覺得茶味跟茶葉的質
都屬於中上等級
這點就很加分
主食方面點了鹹派跟烏龍麵
原本以為鹹派是比較大塊的部分
但送來是鹹派搭配生菜跟德國香腸
鹹派的香味個人認為還不錯
但用料方面沒有到很紮實
培根烏龍麵超酷
培根兩塊跟控肉一樣大片
湯的部分味道也還算充足
總體可圈可點
加分的部分大概是服務人員每個都很溫柔+親切
但價格也是中上
來這邊喝感覺的我會覺得蠻推的","I used to come to the North Coast with my ex -girlfriend.
But there has been no chance to drink coffee
5/2 The weather is poor
Take a car with a friend to find out to find out
Today I ordered the Taiwan bag breeding tea
I usually drink tea, I think the taste of tea and tea
Both belong to the middle and upper level
This is very extra points
In terms of staple food, I ordered the Xianpai and Oolong noodles
Originally thought that Xianpai was a relatively large part
But it is sent to Xianpai with lettuce and German sausage
The scent of Xianpai personally thinks pretty good
But the materials are not very solid in terms of materials
Bacon oolong noodles super cool
The two pieces of bacon are the same as controlling meat
The taste of the soup is also sufficient
Overall
The extra points are probably gentle and kind when the service staff is very gentle+kind
But the price is also middle
I will feel quite pushing here when I come here to drink it."
餐點很好吃，大推小卷烏龍麵👍咖啡只有黑咖啡手沖很香很順口，這次有試試店員推薦的飲料好拍好喝（要攪拌均勻🤣） …,The meal is delicious. The big roll of oolong noodles 👍 coffee is only black coffee hand. It is very fragrant.
"⭐️總結：食物中規中矩，整體體驗會讓人再訪。

⭐️食物：
主食部分烏龍麵可以自由搭配。喜歡清淡口味可以吃昆布湯底，但建議不要昆布搭配雞肉，有點不搭。烏龍麵麵體太軟，沒有Q彈的感覺。
甜點煎鍋鬆餅，很漂亮，第一口覺得很特別，一口接一口後聯想到蛋餅。
餐具很可愛。

⭐️體驗：
一樓的店舖非常好逛！有各種潮潮會用的東西，也有室內擴香。
後院很大，也有做佈置，可以在外面看海吸收海邊空氣。
頂樓有戶外區可以坐著吃，但建議在室內就好，室內佈景也很棒且不會有飛蟲或食物冷掉的問題。

⭐️價位：
搭配整體體驗，算合理價位","中️ Summary: Food is quite satisfactory, and the overall experience will make people visit again.

⭐️ Food:
The staple food part of the oolong noodles can be freely matched.If you like light flavor, you can eat the Kunbu soup base, but it is recommended not to match chicken with chicken.Oolong's face is too soft, without the feeling of Q bombs.
Dessert decoction puoming is very beautiful. The first bite feels very special.
The tableware is cute.

⭐️ Experience:
The shop on the first floor is very easy to visit!There are things that can be used in various tide, and indoor expansion.
The backyard is very large, and there are also arranges, which can be seen outside the sea to absorb the sea air.
There are outdoor areas on the top floor to sit and eat, but it is recommended to be indoors. The indoor scenery is also great and there will be no problem of flying insects or food.

⭐️ Price:
With the overall experience, it is considered a reasonable price"
回訪第二次 餐點依然好吃 假日尖峰時段人非常多 但店員沒有因此不耐煩 服務態度還是非常良好（每位店員都是！）推薦大家來！,"The second meal on the return visit is still delicious during the holiday peak period, but the staff is not impatient and the service attitude is still very good (each clerk is!) Recommend everyone!"
海味小卷烏龍麵很夠味，蔬菜烏龍麵味道偏淡。紫地瓜牛奶味道特別可以點來喝看看,"The seafood roll of oolong noodles are delicious, and the taste of the vegetable oolong noodles is light.Purple sweet sweet potato milk tastes special to drink and see"
"在fb追蹤許久，終於有機會拜訪的海邊特色咖啡店。點了熱鍋鬆餅，鹹鹹甜甜的焦糖醬淋在香草冰淇淋上，不會過於甜膩，鬆餅的口感介於QQ和鬆軟之間；手沖的耶加雪菲明亮微酸，用保溫瓶承裝，直到最後也能喝到熱熱的咖啡；另外也點了奶香紅茶，可以回沖一次，戶外小水壺的造型太討喜了。

整間店貫徹outdoor風格，悠閒的氣氛相當令人著迷，店後方可以眺望中角灣，冬天海風有點涼，入夏後會再找機會來拜訪。","For a long time in the FB, the seaside specialty coffee shop finally had the opportunity to visit.Ordered hot pot muffins, salty and sweet caramel sauce drizzled on vanilla ice cream, not too sweet, the taste of muffins is between QQ and soft; It is installed with a thermal bottle until it can also drink hot coffee in the end; in addition, you can also order milk fragrant black tea, which can be built once. The shape of the outdoor kettle is too pleasing.

The whole store implements the Outdoor style, and the leisurely atmosphere is quite fascinating. You can look at the Midoka Bay behind the store. In winter, the sea breeze is a bit cold. After the summer, you will find a chance to visit."
"餐點做的用心又好吃
小卷非常新鮮口感扎實
雞腿醃的味道也很好
四季春冰淇淋鐵鍋鬆餅視覺亮眼
經過有位子一定要來試一試呀","How to do the meal with care and delicious
Small rolls are very fresh and solid
The taste of chicken legs is also very good
Four Seasons Spring Iced Eye Tsim Iron Pot Muffin Visual Brightening
After a place must come and try it"
"可以看海的咖啡廳
環境佈置很舒適
走露營風格
唯一美中不足就是手沖單品咖啡裝在露營杯裡面味道不太理想🥺","You can watch the cafe in the sea
The environmental layout is very comfortable
Camping style
The only inadequate beauty is that the hand -punching single coffee is not ideal in the camping cup 🥺"
"咖喱雞腿拉麵
雞腿很嫩 咖哩口味比較好吃
鬆餅很特別
配上海鹽跟冰淇淋 微甜微鹹

室外區可以看到海景","Curry chicken leg ramen
Chicken legs are very tender curry.
Musch is very special
With Shanghai salt and ice cream slightly sweet and salty

Sea views can be seen outdoors"
冬天的平常日下雨天來到這間很有味道的海邊咖啡店，人極少。飲品與蛋糕都在水準之上。喜歡店裡放鬆的氛圍，在靠窗位子與好友們耍廢了大半天。,"In winter, it usually comes to this delicious seaside coffee shop, and there are very few people.Drinks and cakes are above the standard.I like the relaxed atmosphere in the store."
一整棟3層樓古宅改建的戶外活動主題文青輕食店～氣氛很悠閒，2樓有陽台區，3樓是戶外用餐區，旁邊就是海攤可以衝浪玩SUP，光是走走聞聞海味也很棒。點了最紅的鳳梨芒果（醬）百里香氣泡飲/（超新鮮烤得超香的）小卷烏龍麵/份量很大還可回沖的金萱茶飲，全部都很滿意。假日限時2小時每人低消250，唯一小缺點可能是停車比較難要找一下。離法股山園區非常近，開車3分鐘。,"A whole 3 -story ancient house reconstruction theme Wenqing light food shop ~ The atmosphere is very leisurely, there is a balcony area on the second floor, the 3rd floor is outdoor dining area, next to the sea stalls can surf the SUP, just walk away and smell it. The smell of smelling Hai is also great.Ordered the hottest pineapple mango (sauce) Baili fragrance drink/(super fresh grilled super fragrant) small roll of oolong noodles/large amount of Jin Xuan tea, all of them are very satisfied.Holidays have a low time to eliminate 250 per person. The only small disadvantage may be that it is difficult to find.It is very close to the Fayang Shanyuan Park, 3 minutes by car."
份量超大 小卷給的很大方，馬鈴薯、紅蘿蔔好大顆🤣，女生根本吃不完，點了厲害的鳳梨🍍氣泡水好喝，坐在要木頭區，靠著枕頭很舒服容易睡著，滿愜意的地方。 …,The large volume is very generous. Potatoes and carrots are so large. Girls can't finish eating. They ordered the powerful pineapple. Full of comfort.Mowing
服務，環境都不錯，咖啡好喝，用保溫瓶裝很有特色，鬆餅也不錯。,"The service, the environment is good, the coffee is delicious, the insulation bottle is very distinctive, and the muffin is good."
樓上景好美，鳳梨氣泡水超好喝，鑄鐵鍋鬆餅味道也很棒！主食只有不同口味的烏龍麵，老闆態度好、也很有sense，雖選擇不多但樣樣精緻，所以就算人多也上菜很快。大推,"The scenery upstairs is so beautiful, the pineapple gas is so good, the cast iron pot muffin tastes great!The staple food only has different flavors of oolong noodles. The boss has a good attitude and is very ance. Although there are not many choices, it is exquisite, so even if there are many people, it will be fast.Push"
香烤雞腿丶海味小卷烏龍麵咖哩好吃，有戶外區可以觀海。,"Fragrant roasted chicken legs, seafood small rolls of oolong noodle curry are delicious, and there are outdoor areas to watch the sea."
"晴天時來過一次
非常推薦天氣好風涼涼的時候選頂樓位子
可以邊吃鬆餅邊看海
還可以拿店家的望遠鏡看衝浪的帥哥","I have been here once on a sunny day
It is very recommended that the weather is good when the wind is cool
You can eat pine cakes and watch the sea
You can also use the handsome telescope to see the handsome guy of surfing"
"二訪，食物真的很好吃，也吃的飽
飲料好喝又好拍
環境乾淨，金山大推咖啡店","The second visit, the food is really delicious, and also eats it
Drink delicious and easy to shoot
The environment is clean, Jinshan Big Push Coffee Shop"
"從金山回來的咖啡時間
它受歡迎的原因是它的位置和氛圍。
以露營為靈感的商店
咖啡裝在壺裡。
一個小茶壺
新鮮切片的鳳梨汁看起來很吸引人，碳酸味十足，味道鮮美。
另外，金山的地瓜牛奶飲料也很好喝。
放鬆的完美場所
然而，即使商店開門，清潔工作也會在接近關門時間時開始。","Coffee time from Jinshan
It is popular for its position and atmosphere.
Store inspired by camping
Coffee is packed in the pot.
A small teapot
Fresh sliced ​​pineapple juice looks very attractive, full of carbonated and delicious.
In addition, Jinshan's sweet potato milk drinks are also delicious.
Relax perfect place
However, even if the store opens the door, the cleaning work will start when the door is close."
"2018.04.09=來北海岸的靠北過日子，靠北一下 ^_^ 以位在北海岸景觀餐廳，這家供餐水平真的是意外的高。 (當然也不便宜就是了)

小卷咖哩烏龍麵，說實話，原本對這並不是很期待，景觀餐廳咩....。但口味說實話有嚇一跳，麵條有夠Q彈，對咖哩湯汁的吸附真是恰到好處，比上週劉山東優秀多了。湯頭咩...就遜，調理包等級。蔬菜跟半顆蛋蛋，中規中矩。這著小卷，唉唷唷，鮮嫩彈牙，一連驚呼三個，好~好~好!! 是料理功夫還是食材好吃已無所謂，這小卷真正好吃，6分。

黃檸檬動動蛋糕，看Google評論說蛋糕不優，嘖嘖。一入口，呵呵，檸檬的果醬跟偏濕的蛋糕本體相當合拍，含在嘴裡慢慢融化還是挺有意思的，雖然感覺還是粗糙了點....整體上算是好吃，不錯，5分。

鳳梨芒果百里香氣泡飲，店員交代兩次要攪拌均勻，我也攪拌了，還是未能查覺其精妙之處。 3分。單杯170元，嗯....吃蛋糕比較實際。

整體來說，若是來北海岸踏青看海，經過此處有想用餐，還是一間相當不錯的選擇。餐廳整齊明亮，佈置有意思，位置不錯是加分之處。文青必來。","2018.04.09 = Live on the north when you come to the North Coast, and you can go north ^ _ ^ Located on the north coast landscape restaurant. This meal level is really unexpectedly high.(Of course it is not cheap, just)

Small roll of curry oolong noodles, to be honest, it was not very looking forward to this, landscape restaurant ...But to be honest, the taste is frightened. The noodles are enough Q bombs. The adsorption of curry soup is really just right, much better than Liu Shandong last week.Tangtou ... it's inferior, conditioning package level.Vegetables and half eggs are quite satisfactory.This is a small volume, ah, the tender tender teeth, three exclaimed, good ~ good ~ good ~ !! It doesn't matter whether it is cooking or delicious ingredients. This small roll is really delicious, 6 points.

The yellow lemon moves the cake, watch Google commented that the cake is not good, alas.As soon as the entrance, huh, the lemon jam is quite integrated with the wet cake body, and it is very interesting to melt in the mouth slowly. Although it feels rough ... the overall is delicious, good, 5 points.

The pineapple mango fragrance was soaked in the aroma. The clerk explained that it would be stirred twice. I also stirred it. I still couldn't detect its subtleties.3 points.Single cup 170 yuan, um .... It is more practical to eat cakes.

On the whole, if you come to the North Coast to go to the sea to see the sea, there is a good choice after you want to dine here.The restaurant is neat and bright, the layout is interesting, and the position is good.Wen Qing will come."
"餐點非常好吃！雞腿咖哩烏龍麵必點 覺得值回票價
店員也很親切的介紹菜單 吹著海風喝著栗子奶茶很舒適 較適合開車前往 路旁有停車場可以停
下次絕對會再回訪❤️給五顆星🌟超滿意！ …","The meal is very delicious!Chicken leg curry oolong noodles must be worth the fare on the fare
The clerk is also very kind. The menu is very comfortable to drink the sea breeze and drink chestnut milk tea. It is suitable for driving to the roadside.
I will definitely return to visit next time ❤️ Give five stars 🌟 super satisfied!Mowing"
點了個 咖哩烏冬面 (小卷/雞腿) ， 本來對咖哩口味的烏冬面不抱期待，但上桌品嚐之後.....OMG好吃！ ！ ！  有咖哩味但不會重到把主菜的味道壓過去，讚！ ！ ！  雞腿很入味 就算跟麵一起擺上也沒把味道混淆，小卷也很鮮！ ！   店員妹妹也很認真的介紹 棒棒！ ！  旁邊還有小望遠鏡可以使用∼∼ 整體很棒的體驗哈哈哈,"I ordered a curry Udin Noodle (small roll/chicken leg). I didn't expect the curry Udon Noodles, but after the table was tasted ... OMG was delicious!IntersectionIntersectionThere is a curry flavor but it will not be re -reunited to suppress the taste of the main course, praise!IntersectionIntersectionThe chicken legs are very delicious. Even if you put it with your face, you do n’t confuse the taste, and the small roll is very fresh!IntersectionThe clerk and sister also introduced greatly!IntersectionThere is also a small telescope next to the small telescope to use the great experience. Hahaha"
"雖然千里迢迢的來到了這裡 但是覺得非常值得哦 店員很親切 介紹很詳盡～
整間店不管內外都非常的可愛有特色一樓還有賣特色商品及零食重點是餐點都很不錯有用心不是隨隨便便的微波食品或香精飲料哦～以下就來介紹一下覺得不錯的餐點👇🏻

嫩煎雞腿咖哩烏龍麵 260元
咖哩重口味鹹香可以下飯的那種 雞腿排醃得很香又大塊👍🏻好吃好吃😋可以再來一鍋～～～
鳳梨芒果百里香氣泡飲 170元
有整塊鳳梨在裡面 視覺口味都很可以 沒有討厭的香精味 不喜歡氣泡飲料的我都覺得好喝🍹
芭樂北台灣麥酒 180元
真的有芭樂香！不苦很順口 真的應該要五種口味都點一瓶的😂","Although Qianliyu came here, I think it is very worthy of the clerk very kindly introduced and detailed ~
The whole store is very cute in inside and outside. There are special features on the first floor and specialty products and snacks. The focus is that the meals are very good. It is not casual microwave food or flavor drinks. Dot

Tender fried chicken leg curry oolong noodles 260 yuan
Curry heavy flavor salty fragrance can be marinated with chicken legs that can be picked up with meals. It is delicious and delicious.
Pineapple Mango Baili Scent for Drink 170 yuan
There are a whole pineapple in the visual taste inside, and I can not hate the flavors. I don't like bubble drinks. I feel delicious.
Bara North Taiwan Wheat Wine 180 yuan
There are really Bellatt!It's not bitter and smooth, really want to order a bottle of five flavors."
這是一家可愛的主題咖啡店，主題是露營（更像是glamping）。餐具、盤子等都是您在露營旅行中可能使用的物品，包括用於黑咖啡的保溫瓶。食物和飲料的味道都很普通（威士忌蘋果磅蛋糕太甜了），但是海景非常漂亮。,"This is a cute theme coffee shop, the theme is camping (more like Glamping).Tableware, plates, etc. are the items you may use during camping, including the insulation bottle for black coffee.The taste of food and beverages is very ordinary (whiskey is too sweet), but the sea view is very beautiful."
"座落於海岸邊的悠閒烏龍麵食館！

整棟建築採用藍色外漆，非常醒目！
不過停車位置有點隱密，很容易錯過或找不到…
整家店充滿了工業、簡約風，又帶點日式！

店內一樓區為小物品販售及展示區，有面牆上記錄了漂流到台灣的各國寶特瓶，看起來很有意境。卻也帶點感慨！

另外還有一些鼓勵大家環保的優惠活動可以參考。

餐點的部分，主餐以烏龍麵為主。
提供咖哩、奶油兩種湯底。咖哩偏辣，奶油則是牛奶的風味。兩種湯頭都有入味，麵條都是滿滿的湯味。
另外主食的部分很推薦雞腿！外皮烤得很酥，內肉醃在過，色澤有點帶粉紅，但味道亦是豐富！

除了主餐，還有提供檸檬水喝到飽！
服務人員介紹餐點非常詳細，也很熱情！

適合：文青、情侶約會、家庭聚餐。
不適合：想要便宜消費（低消250，外加5%清潔費）、隨便吃者。","Liche Uvan False Pastry on the coast!

The whole building uses blue paint, which is very eye -catching!
However, the parking location is a bit secret, it is easy to miss or find ...
The entire store is full of industry, simple style, and a little Japanese style!

The first floor of the store is a small item for sale and display area. There are noodle walls recorded the treasure bottle of various countries drifting to Taiwan, which looks very artistic.But I also have a little emotion!

There are also some preferential activities that encourage everyone to environmental protection to refer to.

For the meal part, the main meal is mainly oolong noodles.
Provide two soup bases of curry and cream.The curry is spicy, and the cream is the flavor of milk.Both soups have flavors, and noodles are full of soup.
In addition, the staple food is recommended for chicken legs!The outer skin is very crispy, the inner meat is marinated, and the color is a bit pink, but the taste is also rich!

In addition to the main meal, there are also lemonade to drink!
The service staff introduced the meal very detailed and very enthusiastic!

Suitable: Wenqing, couple dating, family dinner.
Not suitable: want cheaper consumption (low 250, plus 5%cleaning costs), casual eat."
氣氛很好，也可以坐在外面🌞🏄‍♂️不幸的是我們要等比較長的時間才能吃到食物，否則一切都好👌 …,"The atmosphere is very good, you can also sit outside 🌞🏄‍♂️ Unfortunately, we have to wait for a long time to eat food, otherwise everything is good ..."
靠近海灘的很棒的咖啡館！氣氛、食物、服務都很棒。這裡非常適合工作日度假（週末停車可能會很困難或很貴）。肯定會再造訪<3,"A great cafe near the beach!The atmosphere, food, and service are great.It is very suitable for working days (parking on weekends may be difficult or expensive).Will definitely visit <3"
一個頗有特色的店名，在北海岸公路的路上特別顯眼，店內濃濃的設計風格很酷，咖哩的烏冬麵份量很多料也很多，但是價錢稍貴而且需要排隊等候。,"A distinctive store name is particularly conspicuous on the road of the North Coast Highway. The strong design style in the store is cool. The amount of Udin noodles of curry is a lot of materials, but the price is slightly more expensive and needs to be lined up."
"優點是：位置很棒，屋頂可以看到美麗的海灘景色。不過，在瘋狂的日子裡，天氣確實會變得非常熱。飲料很清爽。

不好的事情......他們主要提供湯！在海灘上？夏天？天熱嗎？沒有什麼比乳蛋餅更清爽的了（只有兩種選擇：洛林和蘑菇）
尺寸相當小。正如您在照片中看到的那樣，僅比手指大一點。
就其本身而言，價格相當昂貴，因為味道也不是很好。但好吧，你是為裝飾和景觀付出代價的。","The advantage is: the location is great, and the beautiful beach view can be seen on the roof.However, in crazy days, the weather does become very hot.The drink is very refreshing.

Bad things ... they mainly provide soup!On the beach?summer?Is it hot?Nothing is more refreshing than dairy egg cakes (only two options: Lorraine and mushrooms)
The size is quite small.As you see in the photo, it is only a little bigger than your fingers.
As far as it is concerned, the price is quite expensive, because the taste is not very good.But okay, you pay the price for decoration and landscape."
"靠近海岸的好地方，您可以在那裡享用美味佳餚
氣氛很好，一樓有小購物區
我去的時候天氣不太好，所以沒能看到戶外區域，但我肯定想回來看看！","A good place near the coast, you can enjoy delicious dishes there
The atmosphere is good, there is a small shopping area on the first floor
When I went, the weather was not very good, so I couldn't see the outdoor area, but I definitely wanted to come back to see it!"
咖哩雞腿烏龍麵，大塊綿密的馬鈴薯家加上香甜胡蘿蔔，大塊鮮嫩的去骨雞腿，超喜歡的呀，清涼的水果氣泡飲，好喝。假日真的好多人呀,"Curry chicken legs oolong noodles, large pieces of potato home plus sweet carrots, large pieces of tender bone chicken legs, super favorite, cool fruit bubble drink, delicious.There are really many people on holidays"
喜歡這家咖啡館的戶外氛圍。他們提供了大量的食物和飲料。會再來這裡,Like the outdoor atmosphere of this cafe.They provide a lot of food and drinks.Will come here again
